content,used,date_used
"A decision is not just a choice, but also the letting go of all other possibilities.",FALSE,
"Gratitude is not just politeness, but active training of the brain to notice the good.",FALSE,
"The question 'What if?' is not just a source of anxiety, but also the engine of imagination and planning.",FALSE,
The feeling of being a victim is just one possible story you can tell yourself about a situation.,FALSE,
"Success is not a final destination, but just the momentary result of a correct process.",FALSE,
"Your opinion is not a fact. It is just your current view of the world, shaped by your experiences.",FALSE,
The feeling of losing control is just an illusion. The only thing you can truly control is your reaction.,FALSE,
"'Forever' is a concept, not a reality. Everything is in a constant state of flux and change.",FALSE,
Being busy does not mean being productive.,FALSE,
The quantity of friends is not important. What is important is the depth of a few relationships.,FALSE,
Monday is not the enemy. It is just another day full of opportunities.,FALSE,
"Rest is not a sign of laziness, but a necessary part of performance.",FALSE,
"Boundaries are not walls that separate you from others, but doors that you teach people to use.",FALSE,
Inspiration does not come by itself. It comes when you start working.,FALSE,
"Your feelings are valid, but they are not always true. They are just signals, not facts.",FALSE,
Trying to multitask is actually just rapid context switching that reduces efficiency.,FALSE,
"Being 'strong' does not mean suppressing emotions, but acknowledging them and consciously working with them.",FALSE,
"Happiness is not a goal to be reached, but a byproduct of a meaningful life.",FALSE,
Curiosity is more important than knowledge.,FALSE,
Being busy is often just a form of procrastination for important tasks.,FALSE,
Your body is your best diagnostic tool if you learn to listen to it.,FALSE,
Weakness is not the opposite of strength. The opposite of strength is apathy.,FALSE,
What you are looking for 'out there' is often already present within you.,FALSE,
The feeling that you are behind in life is just an illusion created by comparing your behind-the-scenes with someone else's stage.,FALSE,
The words 'I am right' are often a bigger obstacle in communication than the disagreement itself.,FALSE,
Your energy is your most valuable currency. Invest it wisely.,FALSE,
Every 'yes' to something is also a 'no' to something else.,FALSE,
The problem is not the problem. The problem is your attitude about the problem.,FALSE,
"The greatest growth doesn't happen when everything is fine, but when you face challenges.",FALSE,
What you postpone does not disappear. It just grows and gains strength in your mind.,FALSE,
"The perfect moment will not come. The perfect moment is now, if you decide so.",FALSE,
"The feeling that you have to handle everything yourself is not a sign of strength, but of pride.",FALSE,
"Just because something looks easy for others doesn't mean it was easy. You only see the result, not the process.",FALSE,
Your worth is not defined by your productivity.,FALSE,
The best time to start was yesterday. The second best time is now.,FALSE,
Failure is just feedback.,FALSE,
What you focus on grows.,FALSE,
Your mind is like a garden. You can grow flowers or weeds.,FALSE,
The feeling of being stuck is often just a signal that it's time to change your strategy.,FALSE,
You cannot change the people around you. You can only change your reaction to them.,FALSE,
The hardest step is often the first one.,FALSE,
Your limitations are often just stories you tell yourself.,FALSE,
"If you want to change your life, change your habits.",FALSE,
Discipline is the bridge between goals and accomplishment.,FALSE,
The biggest risk is not taking any risk at all.,FALSE,
Comfort is the enemy of progress.,FALSE,
"You don't have to see the whole staircase, just take the first step.",FALSE,
"If you want something you've never had, you must be willing to do something you've never done.",FALSE,
"Your future is created by what you do today, not tomorrow.",FALSE,
The best cure for a lack of motivation is action.,FALSE,
"Success is the sum of small efforts, repeated day in and day out.",FALSE,
How you spend your mornings often determines the quality of your entire day.,FALSE,
Don't wait for opportunity. Create it.,FALSE,
"Whether you think you can, or you think you can't—you're right.",FALSE,
The only thing standing between you and your dream is the story you keep telling yourself.,FALSE,
The world will adapt to you according to the story you live about it.,FALSE,
"If you want to have more, be grateful for what you have.",FALSE,
The greatest gift you can give someone is your full attention.,FALSE,
"What defines you is not what happens to you, but how you react to it.",FALSE,
The best way to predict the future is to create it.,FALSE,
Your value does not increase by diminishing someone else's value.,FALSE,
"If you want to be interesting, be interested.",FALSE,
The greatest source of unhappiness is our own thoughts.,FALSE,
The quality of your life depends on the quality of your questions.,FALSE,
"If you keep looking in the rearview mirror, you're going to crash.",FALSE,
Your life is 10% what happens to you and 90% how you react to it.,FALSE,
Everything you've ever wanted is on the other side of fear.,FALSE,
"Happiness is not a state to arrive at, but a manner of traveling.",FALSE,
"If you don't like where you are, move. You are not a tree.",FALSE,
Your life begins at the end of your comfort zone.,FALSE,
The best revenge is massive success.,FALSE,
Your decisions are more important than your abilities.,FALSE,
"If you want to fly, you have to give up the things that weigh you down.",FALSE,
It's never too late to be what you might have been.,FALSE,
"If you focus on the obstacles, you will see only obstacles. If you focus on the goal, you will see the path.",FALSE,
"What worries you, masters you.",FALSE,
The best time to plant a tree was 20 years ago. The second best time is now.,FALSE,
Your income is the average of the five people you spend the most time with.,FALSE,
The only limit you have is the one you set for yourself in your mind.,FALSE,
"If you're not growing, you're dying.",FALSE,
Forgiveness does not mean you approve of what happened. It means you no longer let it control your life.,FALSE,
The greatest source of strength is the knowledge that you have a choice.,FALSE,
"If you want to change the world, start by making your bed.",FALSE,
You can't discover new oceans unless you have the courage to lose sight of the shore.,FALSE,
How you treat people who can do nothing for you reveals your true character.,FALSE,
"If you want to be a leader, first learn to serve.",FALSE,
Successful people have libraries. The rest have big TVs.,FALSE,
You can't win a game you're not playing.,FALSE,
"If everything seems under control, you're not going fast enough.",FALSE,
"Your mind is a muscle. The more you use it, the stronger it gets.",FALSE,
"If you want to be happy, set a goal that commands your thoughts, liberates your energy, and inspires your hopes.",FALSE,
The difference between ordinary and extraordinary is that little 'extra'.,FALSE,
Falling down is not a failure. Failure is staying down.,FALSE,
"If you want to achieve great things, you must first learn to love the small things.",FALSE,
The reason we have two ears and one mouth is so that we can listen more and talk less.,FALSE,
"Life is like riding a bicycle. To keep your balance, you must keep moving.",FALSE,
The greatest discovery of my generation is that a human being can alter his life by altering his attitudes.,FALSE,
"If you don't like a rule, follow it until you get to a position where you can change it.",FALSE,
The best way to learn something is to teach it to someone else.,FALSE,
It always seems impossible until it's done.,FALSE,
"If you wait for ideal conditions, you'll never start anything.",FALSE,
Your reputation is what people think of you. Your character is who you really are.,FALSE,
The biggest risk in life is not risking anything.,FALSE,
"To be irreplaceable, one must always be different.",FALSE,
"The greatest glory is not in never falling, but in rising every time we fall.",FALSE,
"If you want to understand today, you have to search yesterday.",FALSE,
The single biggest problem in communication is the illusion that it has taken place.,FALSE,
The only way to do great work is to love what you do.,FALSE,
"If you always do what you’ve always done, you’ll always get what you’ve always got.",FALSE,
"The greatest enemy of knowledge is not ignorance, it is the illusion of knowledge.",FALSE,
"If you want to be happy for a day, drink. If you want to be happy for a year, marry. If you want to be happy for a lifetime, plant a garden.",FALSE,
"Your thoughts become your words, your words become your actions, your actions become your habits, your habits become your character, your character becomes your destiny.",FALSE,
"If you want to see a rainbow, you have to put up with the rain.",FALSE,
The only thing I know is that I know nothing.,FALSE,
The greatest pleasure is doing what people say you cannot do.,FALSE,
"If you don't like what you're getting back, change what you're putting out.",FALSE,
The hardest thing in the world is to know oneself.,FALSE,
"If you want your dreams to come true, the first thing you have to do is wake up.",FALSE,
"Your problems are not stop signs, they are guidelines.",FALSE,
"If you want to be trusted, be honest.",FALSE,
The greatest gift is a new day.,FALSE,
"If you feel like you're losing control, remember that airplanes take off against the wind, not with it.",FALSE,
The best way to get rid of an enemy is to make a friend of him.,FALSE,
"If you try to be everything to everyone, you will be nothing to yourself.",FALSE,
The biggest adventure you can take is to live the life of your dreams.,FALSE,
"If you want to keep a secret, first keep it from yourself.",FALSE,
The biggest mistake is being afraid to make a mistake.,FALSE,
"If you want to go fast, go alone. If you want to go far, go together.",FALSE,
The best way to appreciate your job is to imagine yourself without one.,FALSE,
"If you judge a fish by its ability to climb a tree, it will live its whole life believing that it is stupid.",FALSE,
The biggest obstacle in life is expectation.,FALSE,
"If you want to be happy, don't strive for more, but enjoy less.",FALSE,
The greatest wisdom is knowing what to ignore.,FALSE,
"If you don't like something, change it. If you can't change it, change your attitude.",FALSE,
The best time to relax is when you think you don't have time for it.,FALSE,
"If you want to hear what people are saying, don't listen to their words, but their silence.",FALSE,
The greatest wealth is health.,FALSE,
"If it seems like everything is against you, remember that an airplane takes off against the wind.",FALSE,
The best way to predict the future is to invent it.,FALSE,
"If you want to be big, you have to be willing to be small.",FALSE,
The greatest strength is gentleness.,FALSE,
"If the world seems cold to you, try to start a fire.",FALSE,
The best way to stay young is to keep learning.,FALSE,
"If you want to be interesting, be curious.",FALSE,
The greatest art is knowing when to hold on and when to let go.,FALSE,
"If the path seems difficult, you might be going uphill.",FALSE,
"The best way to avoid criticism is to do nothing, say nothing, and be nothing.",FALSE,
"If you want to find yourself, lose yourself in the service of others.",FALSE,
The greatest pleasure in life is doing what people say you cannot do.,FALSE,
"If it feels like your world is collapsing, maybe it's just reassembling into a new form.",FALSE,
The best way to learn something is to start doing it.,FALSE,
"If you want to be rich, count the things that money can't buy.",FALSE,
The greatest obstacle to change is comfort.,FALSE,
"If it feels like you're lost, maybe you're just at the beginning of a new discovery.",FALSE,
The best way to keep friends is to be a friend.,FALSE,
"If you want things to change, you have to change.",FALSE,
The greatest source of knowledge is experience.,FALSE,
"If it seems like nothing is happening, remember that even a tree grows in silence.",FALSE,
The best way to deal with change is to dance with it.,FALSE,
"If you want to be exceptional, stop trying to be normal.",FALSE,
The greatest courage is to be yourself in a world that is trying to make you someone else.,FALSE,
"If you find it hard to convince others, you might be trying to convince the wrong people.",FALSE,
The best way to move forward is to take a step. Any step.,FALSE,
"If you want to gain something, you must first give something up.",FALSE,
The greatest prison is a mind full of fear.,FALSE,
"If you feel like you have no choice, remember that you always have a choice of your attitude.",FALSE,
The best way to deal with the past is to accept it and let it be.,FALSE,
"If you want to be understood, first try to understand.",FALSE,
The biggest obstacle to learning is thinking you already know everything.,FALSE,
"If you feel tired of fighting, you might be fighting the wrong war.",FALSE,
The best way to find meaning is to create it.,FALSE,
"If you want to be inspired, surround yourself with inspiring people.",FALSE,
The greatest gift you can give your children are roots and wings.,FALSE,
"If it feels like your world has collapsed, remember that new cities are built from ruins.",FALSE,
"The best way to learn something is to find a teacher. It can be a book, a person, or a mistake.",FALSE,
"If you want to have peace, stop wanting things to be different.",FALSE,
"The greatest tragedy is not death, but a life without purpose.",FALSE,
"If you can't seem to find a path, maybe you're supposed to create one yourself.",FALSE,
The best way to deal with criticism is to consider its source.,FALSE,
"If you want to be happy, stop looking for reasons to be unhappy.",FALSE,
The greatest secret to success is to start.,FALSE,
"If you think you are too small to make a difference, try sleeping in a room with a mosquito.",FALSE,
The best way to stay in shape is to do what you enjoy.,FALSE,
"If you want to be interesting, be yourself. Everyone else is already taken.",FALSE,
The greatest investment is an investment in yourself.,FALSE,
"If you feel like you're failing, remember that Thomas Edison made 1,000 unsuccessful attempts.",FALSE,
The best way to deal with uncertainty is to accept it as the only certainty.,FALSE,
"If you want to be creative, you have to let go of the fear of being wrong.",FALSE,
"The greatest art is not never to fall, but to rise every time you fall.",FALSE,
"If you're not reaching your goal, don't change the goal, change the steps.",FALSE,
The best way to get rid of fear is to do the thing you are afraid of.,FALSE,
"If you want people to trust you, be trustworthy.",FALSE,
"The greatest source of strength is not what you have, but who you are.",FALSE,
"If you feel like you're failing, remember that even the longest journey begins with a single step.",FALSE,
The best way to deal with grief is to allow yourself to feel it.,FALSE,
"If you want to be happy, find something that is more important than you.",FALSE,
The greatest gift you can give the world is your own transformation.,FALSE,
"If you feel like you're wasting time, maybe you're just investing in rest or reflection.",FALSE,
'I have to' is a feeling of prison. 'I get to' is a feeling of freedom. Try swapping these words in one sentence today.,FALSE,
"A problem that keeps coming back is not bad luck, but a lesson you haven't learned yet.",FALSE,
"Your curiosity is not a distraction, but a compass that shows where you need to grow next.",FALSE,
The feeling of being behind is just an illusion created by comparing your backstage to someone else's highlight reel.,FALSE,
"A conflict of opinions is not an attack on you, but an opportunity to see the world from multiple angles.",FALSE,
"If something seems too complicated, you might just be trying to solve the wrong problem.",FALSE,
"Your memory is not a hard drive, but a creative storyteller. What story will you tell yourself about your past today?",FALSE,
"A lack of answers is not a failure, but a space for asking better questions.",FALSE,
Just because something ended doesn't mean it failed. Maybe it just served its purpose.,FALSE,
"The physical limits of your body are not limits, but wise advisors that teach you humility.",FALSE,
The feeling that someone let you down often just means you gave them a power you should have kept for yourself.,FALSE,
"'I don't know how' is not an obstacle, but the first sentence in a chapter about learning.",FALSE,
"A loss is not just an empty space, but also a space that can be filled with something new.",FALSE,
"If something bores you, maybe it's not boring. Maybe you're just not paying enough attention.",FALSE,
"Your future is not a destination, but the direction you are heading right now.",FALSE,
"The feeling that you have to be productive is just social pressure, not a law of nature.",FALSE,
"Anger is not just a destructive force, but also fuel that shows you where your boundaries have been violated.",FALSE,
What you don't like about yourself might be the very quality that others admire as unique.,FALSE,
Time spent 'doing nothing' is not wasted. It is when your mind regenerates and connects the dots.,FALSE,
"The feeling of stage fright is not a sign of unpreparedness, but proof that you care about the outcome.",FALSE,
A normal life doesn't exist. There is only your life.,FALSE,
"If you are afraid to ask for help, remember that you are giving the other person the gift of feeling useful.",FALSE,
"The chaos in your life is not just a mess, but also a source of unexpected opportunities and creativity.",FALSE,
The feeling that you've made a mistake is just proof that you've at least tried something.,FALSE,
Just because you can't explain something with words doesn't mean it's not real.,FALSE,
The desire for perfection is often just a disguised fear of criticism.,FALSE,
The fact that you are tired does not mean you are weak. It means you have been strong for a long time.,FALSE,
Your dreams are not an escape from reality. They are a map to the reality you want to create.,FALSE,
"If you look at your 'problem' from a ten-year perspective, will it still be as important?",FALSE,
The feeling of being stuck is just a moment when your mind and body are demanding a new strategy.,FALSE,
"Your secret 'weird' habits are not flaws, but parts of your unique personality.",FALSE,
What you perceive today as a final answer might just be a question you will ask tomorrow.,FALSE,
