content,used,date_used
The longest bridge in the world is in China and measures 164.8 km,FALSE,
"The oldest tree in the world, Methuselah, is over 4,800 years old",FALSE,
"On average, a woman spends 4 years of her life menstruating",FALSE,
"The fastest animal in the world is not the cheetah, but the peregrine falcon, which reaches speeds of up to 386 km/h in a dive",FALSE,
"In South Korea, a baby is already one year old at birth",FALSE,
"If the Sun were the size of a door, the Earth would be the size of a coin",FALSE,
Bees can fly even though their wings are too small for their bodies according to the laws of aerodynamics,FALSE,
The largest collection of navel lint belongs to a man from Australia who collected it for 26 years,FALSE,
"In ancient Greece, throwing an apple at someone was considered a declaration of love",FALSE,
"The longest name of a chemical compound (Titin) has 189,819 letters",FALSE,
"In Japan, there is an island full of tame rabbits",FALSE,
"The largest castle in the world, according to the Guinness Book of Records, is Prague Castle",FALSE,
There is enough carbon in the human body to make 900 pencils,FALSE,
The largest tsunami wave ever recorded reached a height of over 500 meters,FALSE,
The longest-lasting rainbow was observed in England and lasted for 6 hours,FALSE,
The average person remembers only about 18% of the information they learned the previous day,FALSE,
Bees have knees,FALSE,
"In Australia, there is a species of spider that is a vegetarian",FALSE,
The most expensive film ever made was "Pirates of the Caribbean: On Stranger Tides",FALSE,
More people have access to a mobile phone than to a toilet,FALSE,
"The largest statue in the world, the Statue of Unity in India, is almost twice as tall as the Statue of Liberty",FALSE,
"In ancient Rome, it was believed that people with crooked noses were strong and had leadership qualities",FALSE,
The largest concert in the world had more than 3.5 million spectators (Rod Stewart in Rio),FALSE,
Bees have two stomachs - one for food and another for nectar,FALSE,
The largest book in the world is as tall as a person,FALSE,
The smallest horse in the world was only 43 cm tall,FALSE,
"In some African tribes, wealth is not measured in money, but in cattle",FALSE,
The largest snowman in the world was 37 meters tall,FALSE,
You spend an average of 2 weeks of your life kissing,FALSE,
The longest river in Europe is the Volga,FALSE,
The largest organic molecular complex ever found in space is sugar,FALSE,
"In ancient Egypt, corpses were shaved to prevent lice",FALSE,
The largest number of languages spoken by one person is 58,FALSE,
More people die from selfies than from shark attacks,FALSE,
"The largest tree in the world by volume, General Sherman, is neither the tallest nor the widest",FALSE,
Bees cannot see the color red,FALSE,
"In 1893, a bill was introduced in the US that would have changed the value of Pi to 3.2",FALSE,
The longest human nose measures 8.8 cm,FALSE,
"In ancient Rome, the color purple could only be worn by the emperor and senators",FALSE,
The largest diamond ever found weighed more than half a kilogram,FALSE,
The average person spends 5 years of their life waiting in lines,FALSE,
The world's longest beard measured more than 5 meters,FALSE,
Bees are capable of performing simple mathematical operations,FALSE,
The largest crater from a meteorite impact is located in South Africa,FALSE,
The smallest dog in the world was so small it could fit in a teaspoon,FALSE,
"In Japan, there are more pets than children",FALSE,
The longest fingernail in the world measured more than 8 meters,FALSE,
"In ancient Rome, it was believed that gladiator sweat was an aphrodisiac",FALSE,
"The largest collection of rubber ducks has more than 5,000 pieces",FALSE,
Bees sleep 5 to 8 hours a day,FALSE,
The largest hamburger in the world weighed more than 900 kg,FALSE,
More people are allergic to cow's milk than to peanuts,FALSE,
The longest footbridge in the world is in Portugal,FALSE,
"In ancient Rome, salt was used as currency, from which the word ""salary"" originates",FALSE,
The largest number of people to fit into a single car (a Smart car) is 19,FALSE,
Bees have hairy eyes,FALSE,
"The largest pumpkin in the world weighed more than 1,100 kg",FALSE,
Food worth $165 billion is thrown away annually in the US,FALSE,
The longest flight of a paper airplane lasted almost 28 seconds,FALSE,
"In ancient Rome, it was believed that lightning was a sign of Jupiter's anger",FALSE,
The largest number of objects juggled is 11,FALSE,
Bees communicate using pheromones,FALSE,
"The largest chocolate bar in the world weighed more than 5,000 kg",FALSE,
More people in the US believe in ghosts than in God,FALSE,
The longest time spent underwater without breathing apparatus was over 24 minutes,FALSE,
"In ancient Rome, it was believed that rings are worn on the fourth finger because the ""vein of love"" passes through it directly to the heart",FALSE,
"The largest number of push-ups in one hour is more than 3,000",FALSE,
Bees can fly at speeds of up to 24 km/h,FALSE,
The largest snow maze in the world was located in Canada,FALSE,
More than 90% of all species that have ever lived on Earth are now extinct,FALSE,
The longest video game marathon lasted for more than 138 hours,FALSE,
"In ancient Greece, it was believed that ginger aids digestion",FALSE,
"The largest number of people simultaneously dancing the ""Macarena"" was more than 1,700",FALSE,
Bees are responsible for pollinating about one-third of the food we eat,FALSE,
"The largest mosaic made of toast consisted of more than 9,800 pieces",FALSE,
More people have blue eyes in Estonia than in any other country,FALSE,
The longest human chain of people holding hands had more than 5 million participants,FALSE,
"In ancient Rome, it was believed that garlic provides strength and courage",FALSE,
The largest number of people simultaneously playing one piano was 21,FALSE,
"In winter, bees cluster together in a ball to keep warm",FALSE,
"The largest butter sculpture weighed more than 1,000 kg",FALSE,
More than 50% of the world's population has never made or received a phone call,FALSE,
The longest time spent dancing continuously was more than 126 hours,FALSE,
"In ancient Egypt, it was believed that cats were sacred and had magical powers",FALSE,
"The largest number of people simultaneously playing the guitar was more than 7,000",FALSE,
"A queen bee can lay up to 2,000 eggs a day",FALSE,
"The largest serving of ice cream weighed more than 1,300 kg",FALSE,
More than 80% of all emails in the world are spam,FALSE,
The longest time spent on a swing was more than 32 hours,FALSE,
"In ancient Rome, it was believed that owls were messengers of death",FALSE,
"The largest number of people simultaneously playing the drums was more than 7,900",FALSE,
Bees have their own "personalities",FALSE,
"The largest portion of french fries weighed more than 1,000 kg",FALSE,
More than half of the world's population lives in cities,FALSE,
The longest time spent juggling three objects was over 12 hours,FALSE,
"In ancient Greece, it was believed that dreams were messages from the gods",FALSE,
"The largest number of people simultaneously singing karaoke was more than 160,000",FALSE,
Bees are capable of learning and remembering,FALSE,
"The largest portion of salad weighed more than 20,000 kg",FALSE,
More than 75% of all conflicts in the world have a cultural basis,FALSE,
The longest time spent on stilts was more than 500 km,FALSE,
"In ancient Egypt, it was believed that the scarab beetle was a symbol of rebirth",FALSE,
The largest number of people simultaneously playing the harmonica was more than 850,FALSE,
Bees are important for preserving biodiversity,FALSE,
"The largest portion of soup had a volume of more than 15,000 liters",FALSE,
More than 60% of all lakes in the world are located in Canada,FALSE,
The longest time spent in a barrel was over 70 days,FALSE,
"In ancient Rome, it was believed that the eagle was a messenger of Jupiter",FALSE,
"The largest number of people simultaneously playing the ukulele was more than 8,000",FALSE,
Bees are an endangered species,FALSE,
"The largest portion of paella weighed more than 30,000 kg",FALSE,
More than 90% of all data in the world was created in the last two years,FALSE,
The longest time spent in a tree was over 28 years,FALSE,
"In ancient Greece, it was believed that dolphins were sacred and helped sailors",FALSE,
"The largest number of people simultaneously playing the kazoo was more than 5,000",FALSE,
Bees are one of the oldest insect species on Earth,FALSE,
"The largest portion of pasta weighed more than 7,000 kg",FALSE,
More than half of the world's population is under 30 years old,FALSE,
The longest time spent in a cave was over 460 days,FALSE,
"In ancient Egypt, it was believed that the crocodile was a symbol of strength and power",FALSE,
"The largest number of people simultaneously playing the vuvuzela was more than 12,000",FALSE,
Bees have a very good sense of smell,FALSE,
"The largest portion of popcorn weighed more than 3,000 kg",FALSE,
More than 70% of Africans use mobile phones to access the internet,FALSE,
The longest time spent on a carousel was over 31 days,FALSE,
"In ancient Rome, it was believed that the wolf was a symbol of Rome and its founders",FALSE,
The largest number of people simultaneously playing the xylophone was more than 400,FALSE,
Bees are capable of recognizing colors,FALSE,
"The largest portion of rice weighed more than 13,000 kg",FALSE,
More than 80% of all photographs in the world are taken with mobile phones,FALSE,
The longest time spent on a swing set was over 100 hours,FALSE,
"In ancient Greece, it was believed that the swan was a symbol of beauty and love",FALSE,
"The largest number of people simultaneously playing the triangle was more than 1,000",FALSE,
Bees have a very good memory,FALSE,
"The largest portion of tacos weighed more than 1,200 kg",FALSE,
More than 95% of all text messages are read within 3 minutes of delivery,FALSE,
The longest time spent on a trampoline was over 50 hours,FALSE,
"In ancient Egypt, it was believed that the ibis was a symbol of wisdom and knowledge",FALSE,
"The largest number of people simultaneously playing the tambourine was more than 8,000",FALSE,
Bees are very important for agriculture,FALSE,
"The largest portion of sushi weighed more than 1,800 kg",FALSE,
More than half of the world's forests have already been destroyed,FALSE,
The longest time spent on a skateboard was over 48 hours,FALSE,
"In ancient Rome, it was believed that the dove was a symbol of peace and love",FALSE,
"The largest number of people simultaneously playing maracas was more than 8,000",FALSE,
Bees are a very social insect,FALSE,
"The largest portion of omelet weighed more than 6,000 kg",FALSE,
More than 2 billion people in the world eat insects as part of their diet,FALSE,
The longest time spent on roller skates was over 500 hours,FALSE,
"In ancient Greece, it was believed that the horse was a gift from the gods",FALSE,
The largest number of people simultaneously playing the harp was more than 200,FALSE,
Bees are capable of building very complex structures,FALSE,
"The largest portion of cake weighed more than 8,000 kg",FALSE,
More than 30% of all websites in the world use WordPress,FALSE,
The longest time spent on a bicycle was over 130 hours,FALSE,
"In ancient Egypt, it was believed that the falcon was a symbol of the sun and kings",FALSE,
"The largest number of people simultaneously playing the bagpipes was more than 10,000",FALSE,
Bees are very hardworking,FALSE,
"The largest portion of pizza weighed more than 25,000 kg",FALSE,
More than 40% of all children in the US are born to unmarried mothers,FALSE,
The longest time spent on a unicycle was over 14 hours,FALSE,
Bees have two pairs of wings,FALSE,
"The largest portion of pancakes weighed more than 1,000 kg",FALSE,
More than 60% of all emails are opened on mobile devices,FALSE,
The longest time spent on an escalator was over 200 hours,FALSE,
"In ancient Greece, it was believed that the goat was a symbol of fertility and abundance",FALSE,
The largest number of people simultaneously playing the banjo was more than 400,FALSE,
Bees have very sensitive antennae,FALSE,
"The largest portion of an ice cream sundae weighed more than 3,000 kg",FALSE,
More than 50% of all tweets are written in a language other than English,FALSE,
The longest time spent in an elevator was over 40 hours,FALSE,
"In ancient Egypt, it was believed that the cow was a symbol of motherhood and fertility",FALSE,
The largest number of people simultaneously playing the mandolin was more than 300,FALSE,
Bees are able to recognize human emotions,FALSE,
"The largest portion of chocolate fondue weighed more than 1,000 kg",FALSE,
More than 80% of all videos on Facebook are watched without sound,FALSE,
The longest time spent on a roof was over 200 days,FALSE,
"In ancient Rome, it was believed that the dog was a symbol of loyalty and protection",FALSE,
"The largest number of people simultaneously playing the pan flute was more than 1,000",FALSE,
Bees have very good vision,FALSE,
"The largest portion of fruit salad weighed more than 9,000 kg",FALSE,
More than 90% of all online purchases are influenced by reviews,FALSE,
The longest time spent on a pole was over 400 days,FALSE,
"In ancient Greece, it was believed that the bull was a symbol of strength and courage",FALSE,
The largest number of people simultaneously playing the didgeridoo was more than 500,FALSE,
Bees have a very complex social system,FALSE,
"The largest portion of potato salad weighed more than 3,000 kg",FALSE,
The longest time spent in a store was over 80 hours,FALSE,
