photo_name,photo_url,caption,family_quotes,used,date_used
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e by? zranite?n?m je v poriadku.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,V rodine sa formuje n?? charakter a na?e hodnoty.,FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me umeniu zdie?ania.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,Spolo?n? jedlo je viac ako len jedlo; je to ritu?l.,FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e l?ska je aj o obete.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e domov nie s? steny, ale ?udia.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde m??eme by? sami sebou bez pretv?rky.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e aj po h?dke zost?vame spolu.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e sila je v odpusten?.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e re?pekt je z?kladom ka?dej l?sky.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je ?iv?m d?kazom toho, odkia? poch?dzame.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e po??vanie je d?le?itej?ie ako rozpr?vanie.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e nie sme stredom vesm?ru.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e mal? veci s? tie najd?le?itej?ie.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e aj v tme je svetlo.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e starosti s? polovi?n?, ke? sa o ne podel?me.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e rados? je dvojn?sobn?, ke? je zdie?an?.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e sme silnej?? spolu ako ka?d? zvl???.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e sme milovan?, aj ke? rob?me chyby.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e pravidl? s? formou starostlivosti.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e trad?cie maj? zmysel.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e zodpovednos? je s??as?ou dospelosti.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e sm?tok je v poriadku.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e niekedy je najlep?ou odpove?ou objatie.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e aj zdanliv? konce s? nov? za?iatky.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e na?a hodnota nie je v tom, ?o rob?me, ale v tom, k?m sme.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e podpora je tich? a st?la.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e l?ska je sloveso, nie len podstatn? meno.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e lojalita je cnos?.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e na?a identita je spojen? s ostatn?mi.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e aj v chaose je poriadok.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e ka?d? m? svoje miesto a svoju ?lohu.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e spolo?n? ticho je vz?cne.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e na?a hist?ria je d?le?it?.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e smiech je najlep?? liek.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e niekedy je najd?le?itej?ie len by? pr?tomn?.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e sme s??as?ou nie?oho v???ieho.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e aj tie najmen?ie l?skavosti sa po??taj?.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e sme milovan? bezpodmiene?ne.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e ka?d? de? je nov? pr?le?itos?.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e n?dej je v?dy pr?tomn?.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e sme prepojen? nevidite?n?mi vl?knami.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e sme si navz?jom darom.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e spolo?n? prek??ky n?s posil?uj?.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e vz?jomn? pomoc je samozrejmos?ou.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e sme si navz?jom u?ite?mi.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e sme si navz?jom str??cami spomienok.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e sme si navz?jom najv????mi fan??ikmi.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e sme si navz?jom bezpe?n?m ?krytom.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e sme si navz?jom zrkadlom.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e sme si navz?jom kompasom.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e sme si navz?jom kotvou.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e sme si navz?jom pr?stavom.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e sme si navz?jom domovom.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e sme si navz?jom v?etk?m.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e sme milovan? za to, k?m sme.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e sme silnej??, ne? si mysl?me.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde poznaj? na?e chyby, a predsa n?s miluj?.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,Prijatie je tich?m jazykom rodinnej l?sky.,FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e l?ska nemus? by? dokonal?, aby bola prav?.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,Rodina je ?iv?m arch?vom na?ich najlep??ch chv??.,FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa ?as nemeria v rokoch, ale v spomienkach.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,Rodina je svedkom na?ej premeny z die?a?a na dospel?ho.,FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Prav? rodina sa p?ta ""Ako?"", nie ""Pre?o?"".",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e sme si navz?jom bezpe?n?m ?krytom.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Niekedy je najv????m darom rodiny len to, ?e jednoducho je.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,V tv?rach na?ich det? vid?me svoju vlastn? minulos?.,FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je odpove?ou na ot?zku, kam patr?me.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,Skuto?n? ?ivot rodiny sa odohr?va medzi ve?k?mi udalos?ami.,FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Chaos v rodine je len d?kazom toho, ?e je pln? ?ivota.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,V??a domova je v??ou rodiny.,FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Sila rodiny je v jej schopnosti opravi? to, ?o sa zlomilo.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa aj na?e jazvy st?vaj? s??as?ou pr?behu.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,Najv???ie ?ivotn? lekcie sa ?asto u??me za rodinn?m stolom.,FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e zranite?nos? je sila.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e by? oporou je rovnako d?le?it? ako ju ma?.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e sa oplat? bojova? za vz?ahy.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e ticho niekedy povie viac ako tis?c slov.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,Spolo?n? prech?dzky s? tichou terapiou pre rodinn? du?u.,FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e ?spech jedn?ho je ?spechom v?etk?ch.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e aj zdanliv? mali?kosti maj? ve?k? v?hu.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e n?? pr?beh je prepojen?.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e by? spolu je d?le?itej?ie ako ma? pravdu.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e l?ska je aj o kompromisoch.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e by? in?m je v poriadku.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e domov sa d? nosi? v srdci.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e d?vera sa buduje ka?d? de?.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e sme viac ako na?e ?spechy.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e sme viac ako na?e zlyhania.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e l?ska je trpezliv?.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e odpustenie je cesta k slobode.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e ritu?ly n?s dr?ia pokope.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e sme si navz?jom najv????m dedi?stvom.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e by? v?a?n?m je vo?ba.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e aj v bolesti m??eme r?s?.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e sm?tok m? svoje miesto.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e rados? je n?kazliv?.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e sme si navz?jom darom.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e sme si navz?jom ?to?iskom.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e sme si navz?jom zrkadlom.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e sme si navz?jom u?ite?mi.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e sme si navz?jom str??cami.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e sme si navz?jom kompasom.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e sme si navz?jom kore?mi a kr?dlami.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e sme si navz?jom v?etk?m.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e sme silnej??, ne? sa zd?me.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e sme milovan? tak?, ak? sme.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e by? zvedav?m je dar.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e sme si navz?jom najv???ou in?pir?ciou.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e sme si navz?jom najlep??m publikom.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e sme si navz?jom najvernej??mi spojencami.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa u??me, ?e sme si navz?jom najv???ou istotou.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e sme si navz?jom najv????m dobrodru?stvom.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e sme si navz?jom najv????m darom.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e sme si navz?jom najv????m pokladom.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e sme si navz?jom najv???ou rados?ou.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me, ?e sme si navz?jom najv????m pokojom.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je okno, cez ktor? sa prv?kr?t pozer?me na svet.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"V rodine sa u??me milova? aj to, ?o nie je dokonal?.",FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,Rodina je tich?m miestom v hlu?nom svete.,FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,Niekedy je rodinn? l?ska len tich? porozumenie.,FALSE,
your_photo_name,https://res.cloudinary.com/../name..jpg,your comment,"Rodina je miestom, kde sa ?as na chv??u zastav?.",FALSE,
