content,used,date_used
"If you feel you have too much work, you're probably saying 'yes' too often. - Derek Sivers",FALSE,
The best way to get rid of a bad habit is to replace it with a good one. - Unknown,FALSE,
"If you want to be strong, learn to fight alone. - Unknown",FALSE,
The biggest mistake is to be paralyzed by the fear of a mistake. - Unknown,FALSE,
"If you feel your world is falling apart, maybe it's just falling into a new shape. - Unknown",FALSE,
The best way to learn something is to start doing it. - Unknown,FALSE,
"If you want to be rich, count the things that money can't buy. - Unknown",FALSE,
The greatest obstacle to change is comfort. - Unknown,FALSE,
"If you feel lost, maybe you're just at the beginning of a new discovery. - Unknown",FALSE,
The best way to keep a friend is to be one. - Elbert Hubbard,FALSE,
"If you want things to change, you have to change. - Jim Rohn",FALSE,
The greatest source of knowledge is experience. - Albert Einstein,FALSE,
"If it seems like nothing is happening, remember that even a tree grows in silence. - Chinese Proverb",FALSE,
The best way to make sense of change is to dance with it. - Alan Watts,FALSE,
"If you want to be exceptional, stop trying to be normal. - Unknown",FALSE,
The greatest courage is to be yourself in a world that is constantly trying to change you. - E. E. Cummings,FALSE,
"If you find you can't convince others, maybe you're trying to convince the wrong people. - Unknown",FALSE,
The best way to move forward is to take a step. Any step. - Martin Luther King Jr.,FALSE,
"If you want to gain something, you first have to give something up. - Unknown",FALSE,
The greatest prison is a mind full of fear. - Unknown,FALSE,
"If you feel you have no choice, remember that you always have a choice of your attitude. - Viktor Frankl",FALSE,
The best way to deal with the past is to accept it and let it be. - Eckhart Tolle,FALSE,
"If you want to be understood, first seek to understand. - Saint Francis of Assisi",FALSE,
The greatest obstacle to learning is thinking you already know everything. - Unknown,FALSE,
"If you feel tired of fighting, maybe you're fighting the wrong war. - Unknown",FALSE,
The best way to find meaning is to create it. - Unknown,FALSE,
"If you want to be inspired, surround yourself with inspiring people. - Unknown",FALSE,
The greatest gift you can give your children are roots and wings. - Hodding Carter,FALSE,
"If your world seems to have collapsed, remember that new cities are built from ruins. - Unknown",FALSE,
"The best way to learn something is to find a teacher. It could be a book, a person, or a mistake. - Unknown",FALSE,
"If you want to have peace, stop wanting things to be different. - Epictetus",FALSE,
"The greatest tragedy is not death, but a life without purpose. - Myles Munroe",FALSE,
"If you feel you can't find a path, maybe you are supposed to create one yourself. - Unknown",FALSE,
The best way to deal with criticism is to consider its source. - Unknown,FALSE,
"If you want to be happy, stop looking for reasons to be unhappy. - Unknown",FALSE,
The greatest secret of success is to get started. - Mark Twain,FALSE,
"If you think you are too small to make a difference, try sleeping in a room with a mosquito. - Dalai Lama",FALSE,
The best way to stay in shape is to do what you enjoy. - Unknown,FALSE,
"If you want to be interesting, be yourself. Everyone else is already taken. - Oscar Wilde",FALSE,
The greatest investment is an investment in yourself. - Warren Buffett,FALSE,
"If you feel you are failing, remember that even Thomas Edison made 1000 unsuccessful attempts. - Unknown",FALSE,
The best way to deal with uncertainty is to accept it as the only certainty. - Unknown,FALSE,
"If you want to be creative, allow yourself to make mistakes. - Scott Adams",FALSE,
"The greatest art is not to never fall, but to always get up. - Confucius",FALSE,
"If you feel you're not reaching the goal, don't change the goal, change the steps towards it. - Zig Ziglar",FALSE,
The best way to get rid of fear is to do the thing you are afraid of. - Ralph Waldo Emerson,FALSE,
"If you want people to trust you, be trustworthy. - Stephen Covey",FALSE,
"The greatest source of strength is not what you have, but who you are. - Unknown",FALSE,
"If you feel you are failing, remember that even the longest journey begins with the first step. - Lao Tzu",FALSE,
The best way to deal with grief is to allow yourself to feel it. - Unknown,FALSE,
"If you want to be happy, find something that is more important than you. - Albert Schweitzer",FALSE,
The greatest gift you can give the world is your own transformation. - Unknown,FALSE,
"Character is what you do when no one is watching. - H. Jackson Brown, Jr.",FALSE,
Strength does not come from what you can do. It comes from overcoming the things you once thought you couldn't. - Rikki Rogers,FALSE,
I am not a product of my circumstances. I am a product of my decisions. - Stephen Covey,FALSE,
The best way to predict the future is to create it. - Abraham Lincoln,FALSE,
"Courage is not the absence of fear, but rather the judgment that something else is more important than fear. - Ambrose Redmoon",FALSE,
Life shrinks or expands in proportion to one's courage. - Anais Nin,FALSE,
Never give up on a dream just because of the time it will take to accomplish it. The time will pass anyway. - Earl Nightingale,FALSE,
The only person you are destined to become is the person you decide to be. - Ralph Waldo Emerson,FALSE,
Be so good they can't ignore you. - Steve Martin,FALSE,
"You don't have to be great to start, but you have to start to be great. - Zig Ziglar",FALSE,
The only way to do great work is to love what you do. - Steve Jobs,FALSE,
"Happiness is not a goal, it's a by-product. - Eleanor Roosevelt",FALSE,
"If you look for perfection, you'll never be content. If you look for progress, you'll always be. - Unknown",FALSE,
"Success is not final, failure is not fatal: it is the courage to continue that counts. - Winston Churchill",FALSE,
"The most difficult thing is the decision to act, the rest is merely tenacity. - Amelia Earhart",FALSE,
"Your time is limited, so don't waste it living someone else's life. - Steve Jobs",FALSE,
"A winner is just a loser who tried one more time. - George M. Moore, Jr.",FALSE,
"If you hear a voice within you say 'you cannot paint,' then by all means paint, and that voice will be silenced. - Vincent Van Gogh",FALSE,
"There is only one way to avoid criticism: do nothing, say nothing, and be nothing. - Aristotle",FALSE,
A person who never made a mistake never tried anything new. - Albert Einstein,FALSE,
Failure is the condiment that gives success its flavor. - Truman Capote,FALSE,
It's hard to beat a person who never gives up. - Babe Ruth,FALSE,
"If there is no struggle, there is no progress. - Frederick Douglass",FALSE,
"I am a great believer in luck, and I find the harder I work, the more I have of it. - Thomas Jefferson",FALSE,
Opportunities don't happen. You create them. - Chris Grosser,FALSE,
"Try not to become a man of success, but rather try to become a man of value. - Albert Einstein",FALSE,
"It is not the mountain we conquer, but ourselves. - Sir Edmund Hillary",FALSE,
"No matter what anybody tells you, words and ideas can change the world. - Robin Williams",FALSE,
I am thankful for all of those who said NO to me. It's because of them I'm doing it myself. - Albert Einstein,FALSE,
"If you want to lift yourself up, lift up someone else. - Booker T. Washington",FALSE,
The only limitations we have are the ones we create in our own minds. - Napoleon Hill,FALSE,
What is behind us and what is before us are small matters compared to what is within us. - Ralph Waldo Emerson,FALSE,
Balance is not something you find. It's something you create. - Jana Kingsford,FALSE,
Wisdom begins in wonder. - Socrates,FALSE,
"If you want small things to appear large, increase the distance. - Seneca",FALSE,
The man who moves a mountain begins by carrying away small stones. - Chinese Proverb,FALSE,
The best time to repair the roof is when the sun is shining. - John F. Kennedy,FALSE,
"It's not the wind, but the sails that determine the direction. - Seneca",FALSE,
The real measure of wealth is how much you'd be worth if you lost all your money. - Unknown,FALSE,
Doubt kills more dreams than failure ever will. - Suzy Kassem,FALSE,
The darkest hour has only 60 minutes. - Morris Mandel,FALSE,
"If you don't like the harvest, check the seeds you have sown. - Unknown",FALSE,
"A ship in harbor is safe, but that is not what ships are built for. - John A. Shedd",FALSE,
I would rather regret the things I've done than regret the things I haven't done. - Lucille Ball,FALSE,
Nothing will change if nothing changes. - Unknown,FALSE,
"Champions become champions not when they win the event, but in the hours, weeks, months, and years they spend preparing for it. - Alan Armstrong",FALSE,
"Be a lighthouse, not a lifeboat. - Unknown",FALSE,
"If you are going through hell, keep going. - Winston Churchill",FALSE,
"Happiness is a butterfly, which when pursued, is always just beyond your grasp, but which, if you will sit down quietly, may alight upon you. - Nathaniel Hawthorne",FALSE,
Nothing is permanent except change. - Heraclitus,FALSE,
"All our dreams can come true, if we have the courage to pursue them. - Walt Disney",FALSE,
"I am not what happened to me, I am what I choose to become. - Carl Jung",FALSE,
The best way to get started is to quit talking and begin doing. - Walt Disney,FALSE,
Your thoughts shape your world. - Unknown,FALSE,
Life isn't about waiting for the storm to pass. It's about learning to dance in the rain. - Vivian Greene,FALSE,
"If you want to be a winner, you have to think like a winner. - Unknown",FALSE,
Courage is grace under pressure. - Ernest Hemingway,FALSE,
Everything you need to achieve your goals is already within you. - Unknown,FALSE,
The greatest mistake you can make in life is to be continually fearing you will make one. - Elbert Hubbard,FALSE,
Life is either a daring adventure or nothing at all. - Helen Keller,FALSE,
A smooth sea never made a skilled sailor. - Franklin D. Roosevelt,FALSE,
Your knowledge is your power. - Unknown,FALSE,
Be yourself; everyone else is already taken. - Oscar Wilde,FALSE,
In the middle of difficulty lies opportunity. - Albert Einstein,FALSE,
Well done is better than well said. - Benjamin Franklin,FALSE,
"Learn from yesterday, live for today, hope for tomorrow. The important thing is not to stop questioning. - Albert Einstein",FALSE,
"When everything seems to be going against you, remember that the airplane takes off against the wind, not with it. - Henry Ford",FALSE,
The best way to get rid of an enemy is to make him a friend. - Abraham Lincoln,FALSE,
"If you try to be everything for everyone, you'll be nothing to yourself. - John Lennon",FALSE,
The greatest mistake is being afraid of making a mistake. - Elbert Hubbard,FALSE,
The best way to appreciate your job is to imagine yourself without it. - Oscar Wilde,FALSE,
"If you judge a fish by its ability to climb a tree, it will live its whole life believing that it is stupid. - Albert Einstein",FALSE,
The greatest obstacle in life is expectation. - Seneca,FALSE,
"If you want to be happy, don't strive for more, but enjoy less. - Seneca",FALSE,
The greatest wisdom is to know what to ignore. - William James,FALSE,
"If you don't like something, change it. If you can't change it, change your attitude. - Maya Angelou",FALSE,
The best time to relax is when you think you don't have time for it. - Sydney J. Harris,FALSE,
"If you want to hear what people are saying, don't listen to their words, but their silence. - Mother Teresa",FALSE,
The greatest wealth is health. - Virgil,FALSE,
The best way to prepare for the future is to focus on the present. - Thich Nhat Hanh,FALSE,
"If you want to gain knowledge, you must study. But if you want to gain wisdom, you must observe. - Marilyn vos Savant",FALSE,
The greatest measure of success is how much joy you feel. - Unknown,FALSE,
"If you feel like you are at the bottom, remember that the only way from there is up. - Unknown",FALSE,
The best way to deal with stress is to accept it as a part of life. - Hans Selye,FALSE,
"If you want to be respected, be respectful. - Confucius",FALSE,
The greatest obstacle to happiness is comparison. - Søren Kierkegaard,FALSE,
"If you feel you are not succeeding, change the approach, not the goal. - Unknown",FALSE,
The best way to find out if you can trust somebody is to trust them. - Ernest Hemingway,FALSE,
"If you want to be creative, you have to get rid of the fear of making a mistake. - John C. Maxwell",FALSE,
The greatest sign of intelligence is the ability to change one's mind. - Albert Einstein,FALSE,
"If you feel you have too much work, you are probably saying 'yes' too often. - Derek Sivers",FALSE,
The best way to get rid of a bad habit is to replace it with a good one. - Unknown,FALSE,
"If you want to be strong, learn to fight alone. - Unknown",FALSE,
The biggest mistake is letting yourself be paralyzed by the fear of a mistake. - Unknown,FALSE,
"If you feel your world is falling apart, perhaps it's just falling into a new form. - Unknown",FALSE,
The best way to learn something is to start doing it. - Unknown,FALSE,
"If you want to be rich, count the things that money can't buy. - Unknown",FALSE,
The greatest obstacle to change is comfort. - Unknown,FALSE,
"If you feel you are lost, perhaps you are just at the beginning of a new discovery. - Unknown",FALSE,
The best way to keep your friends is to be a friend. - Elbert Hubbard,FALSE,
"If you want things to change, you must change. - Jim Rohn",FALSE,
The greatest source of knowledge is experience. - Albert Einstein,FALSE,
"If it seems like nothing is happening, remember that even a tree grows in silence. - Chinese Proverb",FALSE,
The best way to deal with change is to dance with it. - Alan Watts,FALSE,
"If you want to be exceptional, stop trying to be normal. - Unknown",FALSE,
The greatest courage is to be yourself in a world that tries to change you. - E. E. Cummings,FALSE,
"If you find you can't convince others, perhaps you're trying to convince the wrong people. - Unknown",FALSE,
The best way to move forward is to take a step. Any step. - Martin Luther King Jr.,FALSE,
"If you want to gain something, you first have to give something up. - Unknown",FALSE,
The greatest prison is a mind full of fear. - Unknown,FALSE,
"If you feel you have no choice, remember you always have a choice in your attitude. - Viktor Frankl",FALSE,
The best way to deal with the past is to accept it and let it go. - Eckhart Tolle,FALSE,
"If you want to be understood, first try to understand. - Saint Francis of Assisi",FALSE,
The greatest obstacle to learning is thinking you already know everything. - Unknown,FALSE,
"If you feel tired of fighting, maybe you're fighting in the wrong war. - Unknown",FALSE,
The best way to find meaning is to create it. - Unknown,FALSE,
"If you want to be inspired, surround yourself with inspiring people. - Unknown",FALSE,
The greatest gift you can give your children is roots and wings. - Hodding Carter,FALSE,
"If you feel your world has collapsed, remember that new cities are built from the ruins. - Unknown",FALSE,
"The best way to learn something is to find a teacher. It can be a book, a person, or a mistake. - Unknown",FALSE,
"If you want peace, stop wanting things to be different. - Epictetus",FALSE,
"The greatest tragedy is not death, but a life without meaning. - Myles Munroe",FALSE,
"If you feel you can't find a path, maybe you're supposed to create it yourself. - Unknown",FALSE,
The best way to deal with criticism is to consider its source. - Unknown,FALSE,
"If you want to be happy, stop looking for reasons to be unhappy. - Unknown",FALSE,
The greatest secret to success is to get started. - Mark Twain,FALSE,
"If you think you're too small to make a difference, try sleeping in a room with a mosquito. - Dalai Lama",FALSE,
The best way to stay in shape is to do what you enjoy. - Unknown,FALSE,
"If you want to be interesting, be yourself. Everyone else is already taken. - Oscar Wilde",FALSE,
The greatest investment is an investment in yourself. - Warren Buffett,FALSE,
"If you feel you're failing, remember that Thomas Edison made 1000 unsuccessful attempts. - Unknown",FALSE,
The best way to deal with uncertainty is to accept it as the only certainty. - Unknown,FALSE,
"If you want to be creative, allow yourself to make mistakes. - Scott Adams",FALSE,
"The greatest art is not never falling, but always rising. - Confucius",FALSE,
"If you feel you're not reaching your goal, don't change the goal, change the steps to it. - Zig Ziglar",FALSE,
The best way to get rid of fear is to do what you are afraid of. - Ralph Waldo Emerson,FALSE,
"If you want people to trust you, be trustworthy. - Stephen Covey",FALSE,
"The greatest source of strength is not what you have, but who you are. - Unknown",FALSE,
"If you feel you're failing, remember that even the longest journey begins with the first step. - Lao Tzu",FALSE,
The best way to deal with sadness is to allow yourself to feel it. - Unknown,FALSE,
"If you want to be happy, find something that is more important than yourself. - Albert Schweitzer",FALSE,
The greatest gift you can give the world is your own transformation. - Unknown,FALSE,
"The goal is not to be better than others, but to be better than you were yesterday. - Indian Proverb",FALSE,
"Slow is smooth, and smooth is fast. - Navy SEALs Proverb",FALSE,
The best ideas come as jokes. Make your thinking as funny as possible. - David Ogilvy,FALSE,
Never interrupt your enemy when he is making a mistake. - Napoleon Bonaparte,FALSE,
Fortune favors the prepared. - Louis Pasteur,FALSE,
There is beauty in simplicity. - Proverb,FALSE,
"If a thing is worth doing, it is worth doing well. - Philip Stanhope",FALSE,
The two most important days in your life are the day you are born and the day you find out why. - Mark Twain,FALSE,
Tell me and I forget. Teach me and I remember. Involve me and I learn. - Benjamin Franklin,FALSE,
Courage is knowing what not to fear. - Plato,FALSE,
"If you want to judge a man, look at how he treats his inferiors, not his equals. - J. K. Rowling",FALSE,
"It is no shame not to know, but it is a shame not to want to learn. - Benjamin Franklin",FALSE,
"We are what we repeatedly do. Excellence, then, is not an act, but a habit. - Aristotle",FALSE,
The only wisdom is in knowing you know nothing. - Socrates,FALSE,
It does not matter how slowly you go so long as you do not stop. - Confucius,FALSE,
I can summarize everything I've learned about life in three words: it goes on. - Robert Frost,FALSE,
The best way out of a difficulty is straight through it. - Robert Frost,FALSE,
Falling into the abyss is not as bad as what awaits you there. - Unknown,FALSE,
A day well spent brings happy sleep. - Leonardo da Vinci,FALSE,
Life is what happens when you're busy making other plans. - John Lennon,FALSE,
"We are all in the gutter, but some of us are looking at the stars. - Oscar Wilde",FALSE,
"Nothing great was ever achieved without great men, and men are great only if they are determined to be so. - Charles de Gaulle",FALSE,
Weak people revenge. Strong people forgive. Intelligent people ignore. - Albert Einstein,FALSE,
"I can't change the direction of the wind, but I can adjust my sails to always reach my destination. - Jimmy Dean",FALSE,
Any fool can know. The point is to understand. - Albert Einstein,FALSE,
"The world breaks everyone, and afterward, many are strong at the broken places. - Ernest Hemingway",FALSE,
Wisdom is the reward for a lifetime of listening when you would rather have talked. - Mark Twain,FALSE,
"If you want to build a ship, don't drum up people to collect wood, but teach them to long for the endless sea. - Antoine de Saint-Exupéry",FALSE,
The world belongs to those who don't shit themselves over it. - Charles Bukowski,FALSE,
Writing is simple. You just sit down at a typewriter and bleed. - Ernest Hemingway,FALSE,
Life is 10% what happens to us and 90% how we react to it. - Charles R. Swindoll,FALSE,
To be irreplaceable one must always be different. - Coco Chanel,FALSE,
"Not strength, but persistence in great things makes people great. - Samuel Johnson",FALSE,
"If you want to be a writer, you must do two things above all others: read a lot and write a lot. - Stephen King",FALSE,
Success is the best revenge. - Frank Sinatra,FALSE,
"If you are going through hell, keep going. - Winston Churchill",FALSE,
The best way to avoid something is to go straight through it. - Unknown,FALSE,
"Every day may not be good, but there is something good in every day. - Unknown",FALSE,
"Your mind is the limit. As long as the mind can envision the fact that you can do something, you can do it - as long as you believe 100 percent. - Arnold Schwarzenegger",FALSE,
"If you want to change something, change it now. Don't wait for the 'right time'. - Unknown",FALSE,
"Happiness is a choice, not a result. Nothing will make you happy until you choose to be happy. - Ralph Marston",FALSE,
"It's not what you have, but what you do with it that matters. - Unknown",FALSE,
"The biggest risk is not taking any risk. In a world that is changing very quickly, the only strategy that is guaranteed to fail is not taking risks. - Mark Zuckerberg",FALSE,
You are never too old to set another goal or to dream a new dream. - C.S. Lewis,FALSE,
"We are what we repeatedly do. Excellence, then, is not an act, but a habit. - Aristotle",FALSE,
"Your value is not in what you have, but in who you are. - Unknown",FALSE,
The best way to get started is to quit talking and begin doing. - Walt Disney,FALSE,
Life is either a daring adventure or nothing. - Helen Keller,FALSE,
"If you want to be successful, you must be willing to do what unsuccessful people are not willing to do. - Unknown",FALSE,
We are made of star-stuff. - Carl Sagan,FALSE,
Nothing in the world can take the place of persistence. Talent will not; nothing is more common than unsuccessful men with talent. Genius will not; unrewarded genius is almost a proverb. Education will not; the world is full of educated derelicts. Persistence and determination alone are omnipotent. - Calvin Coolidge,FALSE,
The biggest mistake is letting yourself be paralyzed by the fear of a mistake. - Unknown,FALSE,
"If it seems your world is falling apart, perhaps it's just reassembling into a new form. - Unknown",FALSE,
The best way to learn something is to start doing it. - Unknown,FALSE,
"If you want to be rich, count the things money can't buy. - Unknown",FALSE,
The greatest obstacle to change is comfort. - Unknown,FALSE,
"If you feel lost, perhaps you are just at the beginning of a new discovery. - Unknown",FALSE,
The best way to keep your friends is to be a friend. - Elbert Hubbard,FALSE,
"If you want things to change, you have to change. - Jim Rohn",FALSE,
The greatest source of knowledge is experience. - Albert Einstein,FALSE,
"If it seems nothing is happening, remember that even a tree grows in silence. - Chinese Proverb",FALSE,
The best way to deal with change is to dance with it. - Alan Watts,FALSE,
"If you want to be exceptional, stop trying to be normal. - Unknown",FALSE,
The greatest courage is to be yourself in a world that tries to change you. - E. E. Cummings,FALSE,
"If you find you can't convince others, perhaps you're trying to convince the wrong people. - Unknown",FALSE,
The best way to move forward is to take a step. Any step. - Martin Luther King Jr.,FALSE,
"If you want to gain something, you must first give something up. - Unknown",FALSE,
The greatest prison is a mind full of fear. - Unknown,FALSE,
"If you feel you have no choice, remember you always have the choice of your attitude. - Viktor Frankl",FALSE,
The best way to deal with the past is to accept it and let it be. - Eckhart Tolle,FALSE,
"If you want to be understood, first seek to understand. - Saint Francis of Assisi",FALSE,
The greatest obstacle to learning is thinking you already know everything. - Unknown,FALSE,
"If you feel tired of fighting, perhaps you're fighting in the wrong war. - Unknown",FALSE,
The best way to find meaning is to create it. - Unknown,FALSE,
"If you want to be inspired, surround yourself with inspiring people. - Unknown",FALSE,
The greatest gift you can give your children are roots and wings. - Hodding Carter,FALSE,
"If you feel your world has collapsed, remember that new cities are built from the ruins. - Unknown",FALSE,
"The best way to learn something is to find a teacher. It can be a book, a person, or a mistake. - Unknown",FALSE,
"If you want peace, stop wanting things to be different. - Epictetus",FALSE,
"The greatest tragedy is not death, but a life without purpose. - Myles Munroe",FALSE,
"If you feel you can't find a path, perhaps you are supposed to create one yourself. - Unknown",FALSE,
The best way to deal with criticism is to consider its source. - Unknown,FALSE,
"If you want to be happy, stop looking for reasons to be unhappy. - Unknown",FALSE,
The greatest secret to success is to get started. - Mark Twain,FALSE,
"If you think you are too small to make a difference, try sleeping in a room with a mosquito. - Dalai Lama",FALSE,
The best way to stay in shape is to do what you enjoy. - Unknown,FALSE,
"If you want to be interesting, be yourself. Everyone else is already taken. - Oscar Wilde",FALSE,
The greatest investment is an investment in yourself. - Warren Buffett,FALSE,
"If you feel you are failing, remember that Thomas Edison made 1000 unsuccessful attempts. - Unknown",FALSE,
The best way to deal with uncertainty is to accept it as the only certainty. - Unknown,FALSE,
"If you want to be creative, allow yourself to make mistakes. - Scott Adams",FALSE,
"The greatest art is not in never falling, but in always rising. - Confucius",FALSE,
"If you feel you're not reaching your goal, don't change the goal, change the steps toward it. - Zig Ziglar",FALSE,
The best way to get rid of fear is to do what you are afraid of. - Ralph Waldo Emerson,FALSE,
"If you want people to trust you, be trustworthy. - Stephen Covey",FALSE,
