verse_reference,language,used,date_used
Galatians 3:28,english,FALSE,
Galatians 5:1,english,FALSE,
Galatians 5:13,english,FALSE,
Galatians 5:14,english,FALSE,
Galatians 5:16,english,FALSE,
Galatians 5:22-23,english,FALSE,
Galatians 5:24,english,FALSE,
Galatians 5:6,english,FALSE,
Galatians 6:1,english,FALSE,
Galatians 6:10,english,FALSE,
Galatians 6:14,english,FALSE,
Galatians 6:17,english,FALSE,
Galatians 6:2,english,FALSE,
Galatians 6:4-5,english,FALSE,
Galatians 6:7,english,FALSE,
Galatians 6:9,english,FALSE,
Genesis 1:1,english,FALSE,
Habakkuk 2:2-3,english,FALSE,
Habakkuk 3:17-19,english,FALSE,
Hebrews 1:14,english,FALSE,
Hebrews 10:19-22,english,FALSE,
Hebrews 10:23,english,FALSE,
Hebrews 10:24-25,english,FALSE,
Hebrews 10:35-36,english,FALSE,
Hebrews 10:39,english,FALSE,
Hebrews 11:1,english,FALSE,
Hebrews 11:24-26,english,FALSE,
Hebrews 11:6,english,FALSE,
Hebrews 12:1-2,english,FALSE,
Hebrews 12:11,english,FALSE,
Hebrews 12:14,english,FALSE,
Hebrews 12:28,english,FALSE,
Hebrews 13:15,english,FALSE,
Hebrews 13:16,english,FALSE,
Hebrews 13:20-21,english,FALSE,
Hebrews 13:5,english,FALSE,
Hebrews 13:6,english,FALSE,
Hebrews 13:8,english,FALSE,
Hebrews 2:1,english,FALSE,
Hebrews 2:18,english,FALSE,
Hebrews 3:13,english,FALSE,
Hebrews 4:12,english,FALSE,
Hebrews 4:14,english,FALSE,
Hebrews 4:15-16,english,FALSE,
Hebrews 6:10,english,FALSE,
Hebrews 6:19,english,FALSE,
Hebrews 7:25,english,FALSE,
Hebrews 9:27,english,FALSE,
Isaiah 1:18,english,FALSE,
Isaiah 12:2,english,FALSE,
Isaiah 12:3,english,FALSE,
Isaiah 25:1,english,FALSE,
Isaiah 26:3,english,FALSE,
Isaiah 26:4,english,FALSE,
Isaiah 30:15,english,FALSE,
Isaiah 30:21,english,FALSE,
Isaiah 32:17,english,FALSE,
Isaiah 33:6,english,FALSE,
Isaiah 35:4,english,FALSE,
Isaiah 40:11,english,FALSE,
Isaiah 40:28-31,english,FALSE,
Isaiah 40:29,english,FALSE,
Isaiah 40:31,english,FALSE,
Isaiah 40:8,english,FALSE,
Isaiah 41:10,english,FALSE,
Isaiah 41:13,english,FALSE,
Isaiah 42:16,english,FALSE,
Isaiah 43:1-2,english,FALSE,
Isaiah 43:19,english,FALSE,
Isaiah 43:25,english,FALSE,
Isaiah 43:4,english,FALSE,
Isaiah 44:22,english,FALSE,
Isaiah 45:7,english,FALSE,
Isaiah 46:4,english,FALSE,
Isaiah 48:17,english,FALSE,
Isaiah 49:15-16,english,FALSE,
Isaiah 50:7,english,FALSE,
Isaiah 52:12,english,FALSE,
Isaiah 52:7,english,FALSE,
Isaiah 53:5-6,english,FALSE,
Isaiah 54:10,english,FALSE,
Isaiah 54:17,english,FALSE,
Isaiah 54:7-8,english,FALSE,
Isaiah 55:1-2,english,FALSE,
Isaiah 55:6,english,FALSE,
Isaiah 55:7,english,FALSE,
Isaiah 55:8-9,english,FALSE,
Isaiah 57:15,english,FALSE,
Isaiah 58:11,english,FALSE,
Isaiah 58:6-7,english,FALSE,
Isaiah 59:1-2,english,FALSE,
Isaiah 6:3,english,FALSE,
Isaiah 6:8,english,FALSE,
Isaiah 60:1,english,FALSE,
Isaiah 61:1,english,FALSE,
Isaiah 64:8,english,FALSE,
Isaiah 66:2,english,FALSE,
Isaiah 7:9,english,FALSE,
Isaiah 9:5-6,english,FALSE,
James 1:12,english,FALSE,
James 1:17,english,FALSE,
James 1:19-20,english,FALSE,
James 1:2-4,english,FALSE,
James 1:22-25,english,FALSE,
James 1:27,english,FALSE,
James 1:5,english,FALSE,
James 1:6,english,FALSE,
James 2:13,english,FALSE,
James 2:14-17,english,FALSE,
James 2:19,english,FALSE,
James 2:26,english,FALSE,
James 3:17-18,english,FALSE,
James 3:2,english,FALSE,
James 4:10,english,FALSE,
James 4:17,english,FALSE,
James 4:6,english,FALSE,
James 4:7,english,FALSE,
James 4:8,english,FALSE,
James 5:16,english,FALSE,
Jeremiah 1:19,english,FALSE,
Jeremiah 1:5,english,FALSE,
Jeremiah 10:10,english,FALSE,
Jeremiah 15:16,english,FALSE,
Jeremiah 17:10,english,FALSE,
Jeremiah 17:5,english,FALSE,
Jeremiah 17:7-8,english,FALSE,
Jeremiah 17:9,english,FALSE,
Jeremiah 20:11,english,FALSE,
Jeremiah 23:29,english,FALSE,
Jeremiah 29:11,english,FALSE,
Jeremiah 29:11-13,english,FALSE,
Jeremiah 30:17,english,FALSE,
Jeremiah 31:25,english,FALSE,
Jeremiah 31:3,english,FALSE,
Jeremiah 31:34,english,FALSE,
Jeremiah 32:27,english,FALSE,
Jeremiah 33:3,english,FALSE,
Jeremiah 6:16,english,FALSE,
Joel 2:13,english,FALSE,
Joel 2:25,english,FALSE,
Jonah 2:2,english,FALSE,
Joshua 1:5,english,FALSE,
Joshua 1:8,english,FALSE,
Joshua 1:9,english,FALSE,
Joshua 10:25,english,FALSE,
Joshua 24:15,english,FALSE,
Joshua 3:5,english,FALSE,
John 1:1-5,english,FALSE,
John 1:12,english,FALSE,
John 1:14,english,FALSE,
John 1:16,english,FALSE,
John 1:29,english,FALSE,
John 1:4-5,english,FALSE,
John 1:47,english,FALSE,
John 1:9,english,FALSE,
John 10:10,english,FALSE,
John 10:11,english,FALSE,
John 10:14-15,english,FALSE,
John 10:27-29,english,FALSE,
John 11:25-26,english,FALSE,
John 12:26,english,FALSE,
John 12:32,english,FALSE,
John 12:46,english,FALSE,
John 13:1,english,FALSE,
John 13:17,english,FALSE,
John 13:34,english,FALSE,
John 13:34-35,english,FALSE,
John 13:7,english,FALSE,
John 14:1-3,english,FALSE,
John 14:12,english,FALSE,
John 14:15,english,FALSE,
John 14:18,english,FALSE,
John 14:21,english,FALSE,
John 14:23,english,FALSE,
John 14:27,english,FALSE,
John 14:6,english,TRUE,
John 15:1-2,english,FALSE,
John 15:11,english,FALSE,
John 15:13,english,FALSE,
John 15:15,english,FALSE,
John 15:16,english,FALSE,
John 15:4,english,FALSE,
John 15:5,english,FALSE,
John 15:7,english,FALSE,
John 16:13,english,FALSE,
John 16:24,english,FALSE,
John 16:33,english,FALSE,
John 16:8,english,FALSE,
John 17:17,english,FALSE,
John 17:21,english,FALSE,
John 17:3,english,FALSE,
John 20:29,english,FALSE,
John 21:17,english,FALSE,
John 3:16,english,FALSE,
John 3:16-17,english,FALSE,
John 3:3,english,FALSE,
John 3:30,english,FALSE,
John 4:14,english,FALSE,
John 4:24,english,FALSE,
John 5:24,english,FALSE,
John 5:39,english,FALSE,
John 6:35,english,FALSE,
John 6:37,english,FALSE,
John 6:63,english,FALSE,
John 7:17,english,FALSE,
John 7:24,english,FALSE,
John 7:37-38,english,FALSE,
John 8:12,english,FALSE,
John 8:32,english,FALSE,
John 8:36,english,FALSE,
John 9:25,english,FALSE,
Job 1:21,english,FALSE,
Job 13:15,english,FALSE,
Job 14:5,english,FALSE,
Job 19:25,english,FALSE,
Job 22:21,english,FALSE,
Job 23:10,english,FALSE,
Job 28:28,english,FALSE,
Job 31:1,english,FALSE,
Job 37:14,english,FALSE,
Job 42:2,english,FALSE,
Job 5:17,english,FALSE,
Jude 1:24-25,english,FALSE,
Ecclesiastes 11:9,english,FALSE,
Ecclesiastes 12:13,english,FALSE,
Ecclesiastes 3:1,english,FALSE,
Ecclesiastes 3:1-8,english,FALSE,
Ecclesiastes 3:11,english,FALSE,
Ecclesiastes 4:12,english,FALSE,
Ecclesiastes 4:9-10,english,FALSE,
Ecclesiastes 5:1,english,FALSE,
Ecclesiastes 7:9,english,FALSE,
Ecclesiastes 9:10,english,FALSE,
1 Chronicles 16:11,english,FALSE,
2 Chronicles 7:14,english,FALSE,
Colossians 1:10,english,FALSE,
Colossians 1:13-14,english,FALSE,
Colossians 1:16,english,FALSE,
Colossians 1:17,english,FALSE,
Colossians 1:9,english,FALSE,
Colossians 2:2,english,FALSE,
Colossians 2:6-7,english,FALSE,
Colossians 2:8,english,FALSE,
Colossians 3:1-2,english,FALSE,
Colossians 3:12-14,english,FALSE,
Colossians 3:13,english,FALSE,
Colossians 3:15,english,FALSE,
Colossians 3:16,english,FALSE,
Colossians 3:17,english,FALSE,
Colossians 3:2,english,FALSE,
Colossians 3:23-24,english,FALSE,
Colossians 4:2,english,FALSE,
Colossians 4:6,english,FALSE,
Leviticus 19:18,english,FALSE,
Leviticus 19:2,english,FALSE,
Leviticus 20:7,english,FALSE,
Leviticus 26:12,english,FALSE,
Luke 1:37,english,FALSE,
Luke 1:45,english,FALSE,
Luke 1:78-79,english,FALSE,
Luke 10:19,english,FALSE,
Luke 10:27,english,FALSE,
Luke 11:13,english,FALSE,
Luke 11:28,english,FALSE,
Luke 11:9,english,FALSE,
Luke 12:2,english,FALSE,
Luke 12:22-26,english,FALSE,
Luke 12:32,english,FALSE,
Luke 12:34,english,FALSE,
Luke 12:48,english,FALSE,
Luke 14:11,english,FALSE,
Luke 14:27,english,FALSE,
Luke 15:7,english,FALSE,
Luke 16:10,english,FALSE,
Luke 18:1,english,FALSE,
Luke 18:27,english,FALSE,
Luke 19:10,english,FALSE,
Luke 2:10-11,english,FALSE,
Luke 21:19,english,FALSE,
Luke 22:42,english,FALSE,
Luke 24:49,english,FALSE,
Luke 4:18,english,FALSE,
Luke 5:32,english,FALSE,
Luke 6:31,english,FALSE,
Luke 6:35,english,FALSE,
Luke 6:37-38,english,FALSE,
Luke 6:45,english,FALSE,
Luke 8:17,english,FALSE,
Luke 9:23,english,FALSE,
Malachi 3:10,english,FALSE,
Malachi 3:6,english,FALSE,
Mark 1:17,english,FALSE,
Mark 1:35,english,FALSE,
Mark 10:27,english,FALSE,
Mark 10:45,english,FALSE,
Mark 11:24,english,FALSE,
Mark 11:25,english,FALSE,
Mark 12:30,english,FALSE,
Mark 12:30-31,english,FALSE,
Mark 12:43-44,english,FALSE,
Mark 13:31,english,FALSE,
Mark 16:15,english,FALSE,
Mark 2:17,english,FALSE,
Mark 4:39,english,FALSE,
Mark 5:36,english,FALSE,
Mark 6:31,english,FALSE,
Mark 8:34,english,FALSE,
Mark 8:36,english,FALSE,
Mark 9:23,english,FALSE,
Mark 9:35,english,FALSE,
Matthew 10:16,english,FALSE,
Matthew 10:22,english,FALSE,
Matthew 10:30-31,english,FALSE,
Matthew 10:32-33,english,FALSE,
Matthew 10:39,english,FALSE,
Matthew 10:8,english,FALSE,
Matthew 11:28,english,FALSE,
Matthew 11:28-30,english,FALSE,
Matthew 12:36-37,english,FALSE,
Matthew 13:43,english,FALSE,
Matthew 15:8,english,FALSE,
Matthew 16:24-26,english,FALSE,
Matthew 18:18,english,FALSE,
Matthew 18:20,english,FALSE,
Matthew 18:3,english,FALSE,
Matthew 19:26,english,FALSE,
Matthew 21:22,english,FALSE,
Matthew 22:37-39,english,FALSE,
Matthew 23:12,english,FALSE,
Matthew 24:35,english,FALSE,
Matthew 25:40,english,FALSE,
Matthew 26:41,english,FALSE,
Matthew 28:18,english,FALSE,
Matthew 28:19-20,english,FALSE,
Matthew 4:19,english,FALSE,
Matthew 4:4,english,FALSE,
Matthew 5:13-16,english,FALSE,
Matthew 5:14,english,FALSE,
Matthew 5:16,english,FALSE,
Matthew 5:3-12,english,FALSE,
Matthew 5:4,english,FALSE,
Matthew 5:44,english,FALSE,
Matthew 5:48,english,FALSE,
Matthew 5:5,english,FALSE,
Matthew 5:6,english,FALSE,
Matthew 5:8,english,FALSE,
Matthew 5:9,english,FALSE,
Matthew 6:1,english,FALSE,
Matthew 6:14-15,english,FALSE,
Matthew 6:19-21,english,FALSE,
Matthew 6:21,english,FALSE,
Matthew 6:24,english,FALSE,
Matthew 6:25-34,english,FALSE,
Matthew 6:3-4,english,FALSE,
Matthew 6:33,english,FALSE,
Matthew 6:34,english,FALSE,
Matthew 6:6,english,FALSE,
Matthew 6:8,english,FALSE,
Matthew 6:9-13,english,TRUE,
Matthew 7:1-2,english,FALSE,
Matthew 7:12,english,FALSE,
Matthew 7:13-14,english,FALSE,
Matthew 7:15,english,FALSE,
Matthew 7:21,english,FALSE,
Matthew 7:24-27,english,FALSE,
Matthew 7:6,english,FALSE,
Matthew 7:7-8,english,FALSE,
Matthew 9:37-38,english,FALSE,
Micah 6:8,english,FALSE,
Micah 7:18-19,english,FALSE,
Micah 7:7,english,FALSE,
Nahum 1:7,english,FALSE,
Nehemiah 6:3,english,FALSE,
Nehemiah 8:10,english,FALSE,
Numbers 14:18,english,FALSE,
Numbers 23:19,english,FALSE,
Numbers 6:24-26,english,FALSE,
Lamentations 3:21-24,english,FALSE,
Lamentations 3:22-23,english,FALSE,
Hosea 10:12,english,FALSE,
Hosea 14:9,english,FALSE,
Hosea 2:21-22,english,FALSE,
Hosea 4:6,english,FALSE,
Hosea 6:3,english,FALSE,
Hosea 6:6,english,FALSE,
Song of Solomon 2:16,english,FALSE,
Song of Solomon 4:7,english,FALSE,
Song of Solomon 8:7,english,FALSE,
Lamentations 3:25,english,FALSE,
Proverbs 1:7,english,FALSE,
Proverbs 10:12,english,FALSE,
Proverbs 10:19,english,FALSE,
Proverbs 11:14,english,FALSE,
Proverbs 11:2,english,FALSE,
Proverbs 11:25,english,FALSE,
Proverbs 11:30,english,FALSE,
Proverbs 12:1,english,FALSE,
Proverbs 12:18,english,FALSE,
Proverbs 12:25,english,FALSE,
Proverbs 13:12,english,FALSE,
Proverbs 13:20,english,FALSE,
Proverbs 13:3,english,FALSE,
Proverbs 14:12,english,FALSE,
Proverbs 14:29,english,FALSE,
Proverbs 14:30,english,FALSE,
Proverbs 15:1,english,FALSE,
Proverbs 15:22,english,FALSE,
Proverbs 15:3,english,FALSE,
Proverbs 15:33,english,FALSE,
Proverbs 16:1,english,FALSE,
Proverbs 16:18,english,FALSE,
Proverbs 16:24,english,FALSE,
Proverbs 16:3,english,FALSE,
Proverbs 16:9,english,FALSE,
Proverbs 17:17,english,FALSE,
Proverbs 17:22,english,FALSE,
Proverbs 18:10,english,FALSE,
Proverbs 18:21,english,FALSE,
Proverbs 18:24,english,FALSE,
Proverbs 19:11,english,FALSE,
Proverbs 19:17,english,FALSE,
Proverbs 19:21,english,FALSE,
Proverbs 2:6,english,FALSE,
Proverbs 20:5,english,FALSE,
Proverbs 21:2,english,FALSE,
Proverbs 21:31,english,FALSE,
Proverbs 22:1,english,FALSE,
Proverbs 22:6,english,FALSE,
Proverbs 23:7,english,FALSE,
Proverbs 24:16,english,FALSE,
Proverbs 25:21-22,english,FALSE,
Proverbs 27:1,english,FALSE,
Proverbs 27:17,english,FALSE,
Proverbs 27:19,english,FALSE,
Proverbs 28:1,english,FALSE,
Proverbs 28:13,english,FALSE,
Proverbs 29:11,english,FALSE,
Proverbs 29:18,english,FALSE,
Proverbs 29:25,english,FALSE,
Proverbs 3:3-4,english,FALSE,
Proverbs 3:5-6,english,FALSE,
Proverbs 3:9-10,english,FALSE,
Proverbs 30:5,english,FALSE,
Proverbs 31:10,english,FALSE,
Proverbs 31:30,english,FALSE,
Proverbs 4:23,english,FALSE,
Proverbs 6:16-19,english,FALSE,
Proverbs 8:11,english,FALSE,
Romans 1:16,english,FALSE,
Romans 1:17,english,FALSE,
Romans 1:20,english,FALSE,
Romans 10:13,english,FALSE,
Romans 10:17,english,FALSE,
Romans 10:9-10,english,FALSE,
Romans 11:33,english,FALSE,
Romans 11:36,english,FALSE,
Romans 12:1-2,english,FALSE,
Romans 12:10,english,FALSE,
Romans 12:11,english,FALSE,
Romans 12:12,english,FALSE,
Romans 12:2,english,FALSE,
Romans 12:3,english,FALSE,
Romans 12:9-21,english,TRUE,
Romans 13:1,english,FALSE,
Romans 13:10,english,FALSE,
Romans 13:8,english,FALSE,
Romans 14:1,english,FALSE,
Romans 14:12,english,FALSE,
Romans 14:17,english,FALSE,
Romans 14:19,english,FALSE,
Romans 14:8,english,FALSE,
Romans 15:1,english,FALSE,
Romans 15:13,english,FALSE,
Romans 15:4,english,FALSE,
Romans 15:7,english,FALSE,
Romans 16:17,english,FALSE,
Romans 2:11,english,FALSE,
Romans 2:4,english,FALSE,
Romans 3:10,english,FALSE,
Romans 3:23,english,FALSE,
Romans 4:20-21,english,FALSE,
Romans 5:1,english,FALSE,
Romans 5:3-5,english,FALSE,
Romans 5:6,english,FALSE,
Romans 5:8,english,FALSE,
Romans 6:1-2,english,FALSE,
Romans 6:14,english,FALSE,
Romans 6:23,english,FALSE,
Romans 6:6,english,FALSE,
Romans 7:19,english,FALSE,
Romans 8:1-2,english,FALSE,
Romans 8:14,english,FALSE,
Romans 8:18,english,FALSE,
Romans 8:26,english,FALSE,
Romans 8:28,english,FALSE,
Romans 8:31,english,FALSE,
Romans 8:31-39,english,FALSE,
Romans 8:32,english,FALSE,
Romans 8:37-39,english,FALSE,
Romans 8:6,english,FALSE,
Acts 1:4,english,FALSE,
Acts 1:8,english,FALSE,
Acts 10:34-35,english,FALSE,
Acts 13:38-39,english,FALSE,
Acts 15:11,english,FALSE,
Acts 16:25,english,FALSE,
Acts 16:31,english,FALSE,
Acts 17:11,english,FALSE,
Acts 17:28,english,FALSE,
Acts 18:9-10,english,FALSE,
Acts 2:21,english,FALSE,
Acts 2:38,english,FALSE,
Acts 2:42,english,FALSE,
Acts 20:24,english,FALSE,
Acts 20:35,english,FALSE,
Acts 24:16,english,FALSE,
Acts 3:19,english,FALSE,
Acts 4:12,english,FALSE,
Acts 4:31,english,FALSE,
Acts 5:29,english,FALSE,
Zephaniah 2:3,english,FALSE,
Zephaniah 3:17,english,FALSE,
Judges 13:5,english,FALSE,
Judges 2:18,english,FALSE,
Judges 6:12,english,FALSE,
Titus 2:1,english,FALSE,
Titus 2:11-12,english,FALSE,
Titus 2:7,english,FALSE,
Titus 3:5,english,FALSE,
Zechariah 4:6,english,FALSE,
Zechariah 8:16,english,FALSE,
Revelation 1:5-6,english,FALSE,
Revelation 1:8,english,FALSE,
Revelation 12:11,english,FALSE,
Revelation 2:10,english,FALSE,
Revelation 21:4,english,FALSE,
