content,used,date_used
"When was the last time you did something just for yourself, without feeling guilty?",FALSE,
What is one thing you can do today to feel more inspired by your work?,FALSE,
What is your favorite way to end the day?,FALSE,
What is one thing you learned from a conversation with someone younger?,FALSE,
When was the last time you felt truly alive?,FALSE,
What is one thing you can do today to be more grateful for your education?,FALSE,
What one thing would you want your teachers to have known about you?,FALSE,
What is one thing you realized about yourself during sports or exercise?,FALSE,
When was the last time you did something you thought was impossible?,FALSE,
What is one thing you can do today to feel more connected to your community?,FALSE,
What is your favorite way to learn new things?,FALSE,
What is one thing you have learned from observing animals?,FALSE,
When was the last time you felt truly calm?,FALSE,
What is one thing you can do today to be more grateful for the technology you use?,FALSE,
What one thing would you want your pets to know about you?,FALSE,
What is one thing you realized about yourself while cooking or baking?,FALSE,
When was the last time you told someone how much they mean to you?,FALSE,
What is one thing you can do today to feel more playful?,FALSE,
What is your favorite way to spend a rainy day?,FALSE,
What is one thing you learned from watching children?,FALSE,
When was the last time you were truly surprised?,FALSE,
What is one thing you can do today to be more grateful for your senses?,FALSE,
What one thing would you want the people you admire to think about you?,FALSE,
What is one thing you realized about yourself while dancing?,FALSE,
When was the last time you did something that made you laugh until you cried?,FALSE,
What is one thing you can do today to feel more in tune with your emotions?,FALSE,
What is your favorite way to remind yourself of your dreams and goals?,FALSE,
What is one thing you learned from observing nature?,FALSE,
When was the last time you felt truly yourself?,FALSE,
What is one thing you can do today to be more grateful for your friendships?,FALSE,
What one thing would you want your enemies to think about you?,FALSE,
What is one thing you realized about yourself while listening to silence?,FALSE,
When was the last time you did something you promised yourself you would do?,FALSE,
What is one thing you can do today to feel more optimistic?,FALSE,
What is your favorite way to deal with failure?,FALSE,
What is one thing you have learned from observing art?,FALSE,
When was the last time you felt truly strong?,FALSE,
What is one thing you can do today to be more grateful for your freedom?,FALSE,
What one thing would you want your parents to think about you?,FALSE,
What is one thing you realized about yourself while writing?,FALSE,
When was the last time you did something you had planned for a long time?,FALSE,
What is one thing you can do today to feel more disciplined?,FALSE,
What is your favorite way to motivate yourself?,FALSE,
What is one thing you have learned from stargazing?,FALSE,
When was the last time you felt truly loved?,FALSE,
What is one thing you can do today to be more grateful for your country?,FALSE,
What one thing would you want your siblings to know about you?,FALSE,
What is one thing you realized about yourself while reading the news?,FALSE,
When was the last time you did something completely selfless?,FALSE,
What is one thing you can do today to feel more present in your body?,FALSE,
What is your favorite way to apologize?,FALSE,
What is one thing you have learned from your family's history?,FALSE,
When was the last time you felt truly creative?,FALSE,
What is one thing you can do today to be more grateful for your job?,FALSE,
What one thing would you want your bosses to know about you?,FALSE,
What is one thing you realized about yourself while solving a problem?,FALSE,
When was the last time you did something you were afraid to do?,FALSE,
What is one thing you can do today to feel more connected to your intuition?,FALSE,
What is your favorite way to say 'I love you' without words?,FALSE,
What is one thing you have learned from observing foreign cultures?,FALSE,
When was the last time you felt truly free?,FALSE,
What is one thing you can do today to be more grateful for your failures?,FALSE,
What one thing would you want your children (even future ones) to know about you?,FALSE,
What is one thing you realized about yourself during meditation?,FALSE,
When was the last time you did something that filled you with awe?,FALSE,
What is one thing you can do today to feel more balanced?,FALSE,
What is your favorite way to cope with change?,FALSE,
What is one thing you have learned from observing athletes?,FALSE,
When was the last time you felt truly safe?,FALSE,
What is one thing you can do today to be more grateful for your emotions?,FALSE,
What one thing would you want the people you've helped to know about you?,FALSE,
What is one thing you realized about yourself while learning a new language?,FALSE,
When was the last time you did something that forced you to grow?,FALSE,
What is one thing you can do today to feel more connected to your inner child?,FALSE,
What is your favorite way to handle criticism?,FALSE,
What is one thing you have learned from observing successful people?,FALSE,
When was the last time you felt truly special?,FALSE,
What is one thing you can do today to be more grateful for your knowledge?,FALSE,
What one thing would you want people you disagree with to think about you?,FALSE,
What is one thing you realized about yourself during public speaking?,FALSE,
"When was the last time you did what you thought was right, even though it was hard?",FALSE,
What is one thing you can do today to be more grateful for your ability to learn?,FALSE,
What is your favorite way to deal with boredom?,FALSE,
What is one thing you have learned from observing buildings and architecture?,FALSE,
When was the last time you felt truly energetic?,FALSE,
What is one thing you can do today to be more grateful for your imagination?,FALSE,
What one thing would you want people you've never met to think about you?,FALSE,
What is one thing you realized about yourself while playing a game?,FALSE,
"When was the last time you did something that pleased you, even if no one else saw it?",FALSE,
What is one thing you can do today to be more grateful for your ability to love?,FALSE,
What is your favorite way to cope with uncertainty?,FALSE,
What is one thing you have learned from observing politics?,FALSE,
When was the last time you felt truly useful?,FALSE,
What is one thing you can do today to be more grateful for your ability to feel?,FALSE,
What one thing would you want the universe to know about you?,FALSE,
What is one thing you realized about yourself while dreaming?,FALSE,
When was the last time you did something that gave you a sense of purpose?,FALSE,
What is one thing you can do today to be more grateful for your ability to create?,FALSE,
What is your favorite way to cope with grief?,FALSE,
What is one thing you have learned from observing business?,FALSE,
When was the last time you felt truly present?,FALSE,
What is one thing you can do today to be more grateful for your ability to communicate?,FALSE,
What one thing would you want your future self to know about you?,FALSE,
What is one thing you realized about yourself while helping others?,FALSE,
When was the last time you did something you considered brave?,FALSE,
What is one thing you can do today to be more grateful for your ability to decide?,FALSE,
What is your favorite way to cope with anger?,FALSE,
What is one thing you have learned from observing science?,FALSE,
When was the last time you felt truly happy?,FALSE,
What is one thing you can do today to be more grateful for your ability to grow?,FALSE,
What one thing would you want your past self to know about you?,FALSE,
What is one thing you realized about yourself while forgiving?,FALSE,
When was the last time you did something that brought you joy?,FALSE,
What is one thing you can do today to be more grateful for your ability to dream?,FALSE,
What is your favorite way to cope with fear?,FALSE,
What is one thing you have learned from observing philosophy?,FALSE,
When was the last time you felt truly grateful?,FALSE,
What is one thing you can do today to be more grateful for your ability to live?,FALSE,
What one thing would you want your family to know about you?,FALSE,
What is one thing you realized about yourself while overcoming an obstacle?,FALSE,
When was the last time you did something that moved you forward?,FALSE,
What is one thing you can do today to be more grateful for this day?,FALSE,
What is your favorite way to cope with regret?,FALSE,
What is one thing you have learned from observing religion?,FALSE,
When was the last time you felt truly alive?,FALSE,
What is one thing you can do today to be more grateful for your uniqueness?,FALSE,
What one thing would you want your friends to know that you are afraid to tell them?,FALSE,
What is one thing you realized about yourself when you were alone?,FALSE,
When was the last time you did something that filled you with pride?,FALSE,
What is one thing you can do today to be more grateful for the people in your life?,FALSE,
What is your favorite way to cope with disappointment?,FALSE,
What is one thing you have learned from observing the economy?,FALSE,
When was the last time you felt truly balanced?,FALSE,
What is one thing you can do today to be more grateful for your body and health?,FALSE,
What one thing would you want your colleagues to know that you would never tell them?,FALSE,
What is one thing you realized about yourself when you were stressed?,FALSE,
When was the last time you did something that surprised you?,FALSE,
What is one thing you can do today to be more grateful for your home and safety?,FALSE,
What is your favorite way to deal with failure at work?,FALSE,
What is one thing you have learned from observing society?,FALSE,
When was the last time you felt truly inspired to change?,FALSE,
What is one thing you can do today to be more grateful for your memories?,FALSE,
What one thing would you want your neighbors to know that you have never told them?,FALSE,
What is one thing you realized about yourself when you were happy?,FALSE,
When was the last time you did something that gave you a sense of control?,FALSE,
What is one thing you can do today to be more grateful for your past?,FALSE,
What is your favorite way to cope with uncertainty in relationships?,FALSE,
What is one thing you have learned from observing technology?,FALSE,
When was the last time you felt truly connected to someone?,FALSE,
What is one thing you can do today to be more grateful for your future?,FALSE,
What one thing would you want your loved ones to know about you?,FALSE,
What is one thing you realized about yourself when you were sad?,FALSE,
When was the last time you did something that strengthened you?,FALSE,
What is one thing you can do today to be more grateful for your presence?,FALSE,
What is your favorite way to cope with loneliness?,FALSE,
What is one thing you have learned from observing marketing?,FALSE,
When was the last time you felt truly motivated?,FALSE,
What is one thing you can do today to be more grateful for your skills?,FALSE,
What one thing would you want your mentors to know about you?,FALSE,
What is one thing you realized about yourself when you were bored?,FALSE,
When was the last time you did something that opened your eyes?,FALSE,
What is one thing you can do today to be more grateful for your opportunities?,FALSE,
What is your favorite way to cope with guilt?,FALSE,
What is one thing you have learned from observing design?,FALSE,
When was the last time you felt truly dedicated to something?,FALSE,
What is one thing you can do today to be more grateful for your relationships?,FALSE,
What one thing would you want your students to know about you?,FALSE,
What is one thing you realized about yourself when you were tired?,FALSE,
When was the last time you did something that made you a better person?,FALSE,
What is one thing you can do today to be more grateful for your dreams?,FALSE,
What is your favorite way to deal with betrayal?,FALSE,
What is one thing you have learned from observing music?,FALSE,
When was the last time you felt truly determined?,FALSE,
What is one thing you can do today to be more grateful for your values?,FALSE,
What one thing would you want your idols to know about you?,FALSE,
What is one thing you realized about yourself when you were angry?,FALSE,
When was the last time you did something that brought you inner peace?,FALSE,
What is one thing you can do today to be more grateful for your intuition?,FALSE,
What is your favorite way to deal with injustice?,FALSE,
What is one thing you have learned from observing literature?,FALSE,
When was the last time you felt truly authentic?,FALSE,
What is one thing you can do today to be more grateful for your creativity?,FALSE,
What one thing would you want people from your past to know about you?,FALSE,
What is one thing you realized about yourself when you were in love?,FALSE,
When was the last time you did something you thought was impossible?,FALSE,
What is one thing you can do today to be more grateful for your strength?,FALSE,
What is your favorite way to cope with a sense of helplessness?,FALSE,
What is one thing you have learned from observing theatre?,FALSE,
When was the last time you felt truly free in your expression?,FALSE,
What is one thing you can do today to be more grateful for your vulnerability?,FALSE,
What one thing would you want people from your future to know about you?,FALSE,
What is one thing you realized about yourself when you were disappointed?,FALSE,
When was the last time you did something that filled you with hope?,FALSE,
What is one thing you can do today to be more grateful for your ability to forgive?,FALSE,
What is your favorite way to cope with a sense of envy?,FALSE,
What is one thing you have learned from observing film?,FALSE,
When was the last time you felt truly connected to the world?,FALSE,
What is one thing you can do today to be more grateful for your ability to change?,FALSE,
What one thing would you want your inner child to know about you?,FALSE,
What is one thing you realized about yourself when you were proud of someone else?,FALSE,
When was the last time you did something that gave you a sense of accomplishment?,FALSE,
What is one thing you can do today to be more grateful for your ability to feel pain?,FALSE,
What is your favorite way to cope with a sense of shame?,FALSE,
What is one thing you have learned from observing photography?,FALSE,
When was the last time you felt truly at peace with yourself?,FALSE,
What is one thing you can do today to be more grateful for your ability to laugh?,FALSE,
What one thing would you want your higher self to know about you?,FALSE,
What is one thing you realized about yourself when you were grateful?,FALSE,
When was the last time you did something that gave you a sense of adventure?,FALSE,
What is one thing you can do today to be more grateful for your ability to cry?,FALSE,
What is your favorite way to cope with a sense of loss?,FALSE,
What is one thing you have learned from observing dance?,FALSE,
When was the last time you felt truly in the present moment?,FALSE,
What is one thing you can do today to be more grateful for your ability to hope?,FALSE,
Which 'problem' in your life is actually just an unpleasant task that needs to be done?,FALSE,
What one small change can you make to your morning ritual to bring more peace?,FALSE,
When was the last time you were genuinely happy for someone else's success?,FALSE,
What is one thing you do automatically that you should be more mindful of?,FALSE,
"If today had a soundtrack, what song would be playing right now?",FALSE,
What one responsibility could you temporarily 'let go' of today without negative consequences?,FALSE,
What is the most beautiful thing you saw today on your way to work or looking out the window?,FALSE,
What one thing did you realize about yourself through an interaction with an animal?,FALSE,
"When was the last time you changed your mind about something important, and what caused it?",FALSE,
What is one small injustice you saw today that resonates with you?,FALSE,
"If you had to describe today with one color, what would it be and why?",FALSE,
"Which digital activity (app, website) stole the most of your time today?",FALSE,
"What is one prejudice you know you have, and how does it affect your actions?",FALSE,
When was the last time you felt a deep connection to the place you were standing?,FALSE,
What one thing can you do today to set yourself up for a more successful tomorrow?,FALSE,
What sound brought you the greatest sense of peace today?,FALSE,
"Which of your skills, once important, is now almost obsolete?",FALSE,
"If you could spend an hour with any historical figure, who would you choose and what would you ask them?",FALSE,
"What is one thing you believe in, even though you have no proof for it?",FALSE,
"When did you last feel misunderstood, and what would have helped in that moment?",FALSE,
What one thing could you remove from your desk or room to clear your mind?,FALSE,
What scent most strongly reminds you of your childhood?,FALSE,
"If you could try a completely different profession for one day, what would it be?",FALSE,
What is one thing you did today for your future self?,FALSE,
When was the last time you felt awe at something created by nature?,FALSE,
Which of your worries seems least rational in hindsight?,FALSE,
What is one thing you would like your body to learn about you?,FALSE,
What is the best advice you have given to someone else recently?,FALSE,
What is one thing people often think about you that isn't true?,FALSE,
When was the last time you actively listened without waiting for your turn to speak?,FALSE,
Which dream (night or day) has intrigued you the most lately?,FALSE,
What is one thing you could do today if you weren't afraid of failure?,FALSE,
What is the smallest detail in your surroundings that you hadn't noticed before?,FALSE,
When was the last time you felt truly present in your body?,FALSE,
What is one thing you would like to un-teach your community?,FALSE,
"If you could read one book again for the first time, which would it be?",FALSE,
